Property_ID,Habitability_score
0x2fa7,54.17
0x765e,83.85
0xaedd,31.61
0x6440,64.99
0xfa4,80.62
0xb4bb,77.99
0x9018,38.6
0xa95e,75.5
0x14ac,81.6
0x7b4a,84.56
0x334d,75.92
0x128a,91.46
0x419c,77.76
0x20f2,90.65
0xc673,82.78
0x83f2,82.34
0x7fa2,89.97
0x8212,80.48
0x79e6,85.28
0xc8dd,87.21
0x43a1,68.53
0x134d,89.77
0x45e7,85.81
0x12b4,74.01
0xa522,81.13
0x3c41,69.82
0x4a4c,81.4
0xb71c,67.84
0x426b,60.63
0x6ad6,89.47
0x8606,81.58
0xa9f,68.88
0x4913,70.82
0x1094,75.73
0x5074,71.96
0x4d0f,94.62
0xa547,79.66
0x27fd,67.17
0x2bc0,37.26
0x8417,78.8
0xb9e6,71.19
0x8dbc,67.89
0x736a,76.06
0xc0da,68.94
0x6d34,73.64
0x16d3,88.75
0x44a7,74.76
0xada6,86.12
0x2df4,89.37
0x1287,76.01
0x99db,81.16
0x50fc,73.51
0x3d86,88.91
0x7772,75.17
0x9490,81.16
0x5ceb,59.12
0xbaa5,78.29
0x72bd,73.1
0x5154,91.19
0x69ef,67.06
0x1363,72.76
0xa08f,69.76
0xa27f,85.36
0x88f9,72.53
0x3196,76.93
0x77ae,71.36
0xbf30,78.37
0x6f48,64.05
0x6acc,54.93
0x36a0,76.33
0x4bbb,93.79
0x70ad,69.48
0x2151,71.03
0x672,33.9
0x3ef3,63.1
0x7cf9,41.15
0x3202,66.1
0x6ac,74.07
0x1c4c,66.55
0x55da,24.44
0x31c7,85.0
0x6e1b,83.04
0xb183,70.13
0xabb,77.59
0x661c,72.5
0x1b5c,89.65
0x75b2,70.8
0xc300,71.94
0x7ec7,59.57
0xb17b,84.67
0xb8cc,78.38
0x1bd8,71.29
0x98c5,68.86
0x90f4,74.64
0x3646,75.2
0x2574,77.0
0xac2a,73.11
0x9a79,69.5
0x15d2,67.12
0x8a91,71.96
0x28dd,75.41
0x7dbd,71.76
0xbdd,71.97
0xbb3c,78.26
0x1ae3,93.02
0x16d7,91.85
0xba00,75.56
0x13ed,72.48
0x1f47,64.44
0xba83,85.28
0x1679,85.78
0x522e,87.3
0x7ea0,70.54
0x9d6b,71.46
0x5ffb,82.62
0x30a5,79.51
0x34c1,35.05
0x794f,56.12
0x23b7,81.97
0x6aae,73.48
0x3e36,84.27
0x2545,69.17
0x3ba8,91.45
0x2b8b,90.82
0xa5c,76.12
0x70f7,85.59
0x8bd0,80.11
0xb91d,41.38
0x18fd,61.45
0x82b0,80.73
0x123e,82.33
0x7121,86.06
0x4575,88.49
0x9176,32.47
0x2b10,80.45
0x91bd,74.76
0xb2e2,75.69
0x670,91.74
0x12dc,81.58
0x8eb,78.89
0x4fb8,77.8
0x20f8,75.48
0x3813,78.28
0x1488,81.53
0x18f6,92.22
0x2879,91.39
0xb756,95.59
0x62b7,71.54
0xa17,70.64
0x8409,73.95
0xb00,67.27
0x3b3a,76.5
0x4647,80.93
0x6037,73.28
0x7b88,90.42
0xbfd8,74.75
0xa868,85.99
0x7ef,65.62
0x54ef,78.95
0x9117,64.43
0xc0ba,73.54
0x8d32,71.94
0x60de,64.7
0x7200,71.86
0x293c,88.95
0x4ea3,73.47
0x934a,70.32
0xaecc,61.87
0x5d39,84.85
0x7d11,32.73
0x7831,65.09
0x631e,83.7
0x4e0f,84.83
0x22c1,70.69
0x1a5c,65.23
0x43a2,76.24
0x9218,82.0
0x9c44,39.66
0xbdb8,66.49
0xa023,77.68
0xb339,77.17
0x5f9f,91.96
0x9363,73.56
0x13d1,62.2
0xb1d1,91.11
0x4549,84.3
0x7b14,75.01
0x94b1,75.57
0xbdc5,63.82
0x9e99,71.65
0x19b6,75.28
0x78ef,85.33
0xbbf0,84.91
0x98bc,71.73
0x84a1,75.6
0x7d53,73.4
0xbb7d,92.98
0x15df,70.2
0x4a7a,36.75
0x552a,92.42
0xb428,87.58
0xb250,77.9
0x91e5,57.82
0x1ba1,74.22
0xd17,68.59
0x1cc1,40.35
0x4467,76.84
0xa7ac,79.65
0x23d3,75.28
0x7161,75.76
0xc0fd,71.5
0x1cef,81.95
0x4252,52.83
0xa2c1,41.5
0x433d,83.3
0x3622,71.86
0xc5b9,79.9
0xc8b5,72.02
0x4cff,86.63
0x84b4,72.33
0xaaff,76.86
0x7e64,73.11
0x53cb,61.82
0xa886,87.52
0x1605,66.51
0x28c3,67.44
0x8dfe,78.25
0x1a86,70.73
0xaa38,70.51
0xd2d,77.71
0x240b,83.22
0x1fcf,78.84
0x77b9,73.98
0xb53,73.6
0x6d09,37.25
0x2f84,80.25
0x8231,63.39
0x5543,90.05
0x2eb6,77.26
0x73ae,73.33
0x37fe,84.44
0x8b8c,75.67
0x85f3,78.44
0x38e9,80.12
0x467e,72.12
0xb603,75.52
0x653a,33.76
0x5ed9,70.43
0xc668,70.0
0x5307,90.13
0x2990,81.65
0x64e2,77.63
0x82a8,81.29
0xbd54,87.15
0xa925,85.11
0x7067,41.35
0x9f28,60.41
0xc879,87.88
0x4e7d,72.15
0x5c0c,72.76
0xa73e,67.88
0xa09b,59.0
0x69d8,30.11
0x92fd,69.76
0xc21c,53.3
0x16fc,88.32
0x31d8,89.06
0x3ac5,61.09
0x4754,69.42
0x83a4,82.07
0x14ca,78.56
0x91df,87.63
0x943b,65.77
0x13e4,76.32
0x408f,79.74
0x2d7a,58.89
0x1d68,85.23
0x45bf,86.43
0x2c11,80.28
0x2949,86.94
0x7164,69.15
0xc89b,58.82
0xc15d,83.52
0x1dd0,55.09
0x3bcb,74.91
0x9492,91.58
0x1e11,82.06
0x42b0,86.85
0xa542,90.22
0xbd8e,91.49
0x60c2,77.97
0x85da,77.71
0x1e32,75.53
0x818b,68.82
0x9c02,29.98
0x5f52,74.82
0x65fe,75.03
0x4110,84.29
0x24e0,68.14
0x7f72,76.69
0x6007,74.52
0x95ec,75.54
0x5df3,29.14
0xb019,70.46
0xa2ee,69.51
0xb021,73.57
0xba0b,85.38
0xb2fe,76.78
0x5142,72.13
0x8a75,80.25
0x3da5,65.06
0x20f1,69.23
0xa6e3,55.82
0x422f,61.6
0x90ce,82.32
0xc8d7,88.83
0x220a,61.61
0x7de6,72.47
0xc2fe,58.98
0x4ec8,72.15
0x589e,37.88
0x13f7,80.17
0xb285,85.49
0x26fe,70.76
0x229a,80.67
0x3a2a,88.58
0x2178,77.97
0xc4e7,64.62
0xc17e,66.75
0x3e34,89.31
0xab6c,86.84
0x8256,70.86
0x939f,73.52
0x125a,79.3
0x65a8,80.55
0x6449,89.07
0xb26a,74.08
0x5ef0,35.18
0x82a3,83.02
0x85e9,71.15
0xa31b,89.78
0xc696,75.46
0x1c4a,89.82
0x44c8,81.36
0x9f66,72.43
0x6149,73.78
0x84a6,70.63
0x7388,67.95
0x7e40,73.46
0xc24,91.46
0x18ff,82.32
0x506c,69.92
0xf3f,87.44
0x2e00,86.73
0x477b,83.21
0x48c8,82.69
0x50ba,85.67
0x4e38,67.46
0x4ee2,84.46
0xc3b3,76.3
0x785f,84.27
0x1784,72.3
0x1552,84.84
0x56a6,71.2
0x43b5,78.05
0x4c4b,71.97
0xa2cb,77.46
0x981a,77.3
0x2ff5,84.14
0x2a02,60.97
0xb9fe,78.54
0x32ef,76.47
0x2340,79.94
0xb994,74.64
0x90b,89.08
0x5fad,76.35
0x4e09,69.65
0x9fbf,82.74
0x2481,97.07
0x1919,89.89
0x5e2b,40.53
0x4293,66.05
0x13cd,79.7
0x16ef,31.24
0xa692,74.3
0x898b,86.83
0x2343,82.76
0xaa21,74.63
0xb063,71.57
0x31a3,85.63
0x2f8e,84.51
0xaf8f,69.65
0xbdb6,82.9
0x2b18,71.58
0x340d,80.36
0x7613,81.28
0x3d47,71.48
0xa98e,67.37
0xb1c0,30.96
0x724,42.07
0x5cc4,71.08
0x8a92,75.7
0x2166,66.95
0x701c,70.33
0x12a1,77.2
0x6b6f,38.31
0xac22,75.93
0x5212,73.55
0x92dc,74.02
0x5f79,63.2
0x2e6e,79.18
0x1b19,73.41
0x223f,74.71
0x69d0,78.4
0x7aa1,85.94
0x692c,91.31
0xb6e8,78.43
0x138b,77.35
0x3472,78.2
0xbddd,38.58
0xb6e3,67.95
0x8f7e,75.7
0x94eb,69.16
0x3e8e,75.13
0x2c2b,76.76
0x7d28,87.72
0xc900,66.08
0xbf03,71.86
0xaffd,85.45
0x6bbc,67.5
0x9216,97.51
0x23f8,74.33
0x19da,69.82
0xdf9,71.83
0xda1,69.63
0x5a97,81.93
0x9896,75.0
0x7da0,72.91
0x30c6,83.33
0x3cc5,86.07
0x829f,81.37
0x80fc,38.8
0x468c,79.42
0xa91d,73.78
0x8e97,63.83
0x2d58,68.24
0x9bae,62.47
0x8ad3,73.99
0x5c81,88.13
0x30a6,58.04
0x9e3c,34.76
0x99ac,86.23
0x66ea,88.98
0x714e,79.26
0x7583,80.14
0x5759,81.4
0x8817,38.27
0x5a10,87.17
0x5f50,79.79
0xb54b,34.22
0x56a0,85.47
0x8333,78.47
0x5b78,66.61
0x5239,82.99
0xb1b1,77.11
0x41a4,77.42
0x3faa,88.88
0xb48c,74.92
0x8c42,81.56
0x3356,73.42
0x8bcb,27.08
0x4bff,86.78
0x4a3c,73.94
0x7834,71.15
0xc2f0,68.77
0x6ece,22.53
0x97f4,78.09
0xb172,75.46
0x3bd9,68.94
0x958,94.14
0x90f8,72.86
0x98df,71.75
0x98f0,79.65
0x3515,40.66
0xc239,69.54
0xbfee,71.04
0x671a,79.51
0x36d7,62.34
0xc5fb,78.43
0x1665,80.15
0x67eb,83.42
0x3d4e,70.57
0xb890,83.95
0x2959,76.28
0x61eb,84.06
0xb560,85.01
0x4603,73.16
0xa602,85.18
0x4d80,78.41
0xbdbd,87.07
0x144a,71.64
0x88fe,82.47
0x95b7,72.38
0x8f77,37.26
0x13e9,85.11
0x4f13,91.56
0x1e03,72.39
0x65f8,87.76
0x9744,81.56
0x7944,77.82
0xa036,93.34
0x72bb,74.12
0x70e3,81.63
0xb23b,81.68
0xc3db,74.78
0x5d57,51.96
0x5d88,85.12
0x7740,79.92
0x3502,92.88
0x771,89.7
0xbc0f,67.82
0x5029,70.17
0x2814,79.63
0x2fd9,75.4
0x56a4,20.46
0x983d,85.7
0xb08,74.34
0x96bf,89.34
0xaa3c,82.39
0xb140,28.65
0x1a59,77.71
0x39fa,73.91
0xc4fd,32.39
0x863c,81.78
0x5c95,63.97
0x3a8d,73.16
0xba3a,83.51
0x9be6,81.26
0x3b65,62.44
0x1e65,34.2
0xa7ff,73.84
0xbcba,67.19
0x7567,78.65
0x6098,79.49
0xa6c7,53.72
0x9ae5,71.05
0x2f89,75.32
0x4702,85.82
0x9c8e,79.07
0xc34c,74.37
0x5365,77.71
0x387a,77.81
0x2e4a,71.53
0x456f,77.59
0x8941,94.14
0x6a3,40.76
0x67fd,72.74
0x57cc,91.45
0x2aed,88.26
0x954b,81.38
0xb413,84.42
0x6bb5,78.69
0x2e48,90.28
0x565d,60.13
0x64da,59.26
0x8560,79.82
0xc61,77.99
0x4773,59.82
0x14e5,71.6
0x25df,42.68
0xbb1,68.64
0xa7df,70.76
0x50df,67.33
0x17ae,74.19
0x1344,76.8
0xaba5,88.77
0x8ee7,72.56
0x5c87,83.61
0xc1d8,79.85
0xbdfe,61.07
0xa04a,72.19
0x82c2,59.38
0xa1db,69.4
0x2df5,55.78
0x1010,84.89
0x8b91,81.14
0x9723,69.34
0x6150,87.22
0x931a,85.97
0x4829,71.45
0x5bbc,42.59
0x9754,76.26
0x25d9,71.43
0x8294,45.76
0x1a26,81.46
0xb5ce,88.02
0x29fd,73.13
0x7dee,69.2
0xaf07,41.04
0x5e3e,68.39
0xb701,89.79
0x8dbd,89.68
0xada7,66.02
0xa984,68.44
0x1926,86.01
0x17aa,78.29
0x3026,60.0
0x6f0c,90.78
0x970b,73.41
0x4097,75.55
0xb9af,70.9
0x7c8d,75.1
0x852a,86.87
0x3524,76.55
0xc369,68.88
0xaf98,72.44
0x9626,68.09
0x1629,70.99
0x719c,72.47
0x1e41,71.26
0x6e5c,73.62
0x18c5,86.64
0x2a87,88.12
0xd20,66.83
0x574f,44.29
0x27eb,76.61
0x9820,77.03
0x2891,94.14
0x2515,72.06
0x65be,45.59
0x2c24,59.17
0xa416,57.82
0xab95,90.5
0x3242,87.28
0x5312,70.71
0xed5,82.14
0x37cc,70.33
0x7d70,74.74
0x46a9,57.69
0x314d,65.05
0x817c,70.42
0x18f9,77.71
0xc85c,78.36
0xb773,76.45
0x35f9,73.57
0x45a4,83.33
0x86b2,86.21
0xa71b,78.86
0x75c6,89.18
0xbfed,72.4
0x4bd4,79.23
0x3c83,81.43
0x8765,85.87
0x7e1d,83.71
0x4290,66.34
0x2202,77.27
0x1f63,78.69
0x7a04,77.73
0xadf4,73.0
0x5e30,72.27
0x500d,79.23
0x6dd9,70.74
0x8790,75.2
0x4e84,77.27
0xc0fa,75.9
0x3d29,69.64
0x61c7,72.97
0xbf90,61.82
0x867d,73.14
0xc182,82.18
0x85ce,76.53
0x2453,75.53
0x543c,89.02
0xb4b5,75.97
0x57f6,88.33
0x7298,93.03
0xc278,66.31
0x27d5,71.87
0x1f03,87.81
0x47e9,71.45
0x5c38,32.18
0x9433,77.52
0xbb36,90.06
0x420f,91.12
0x5cf8,84.77
0xb529,87.34
0x4ab6,86.67
0x2b36,36.06
0x9563,70.53
0x21a9,84.22
0x3607,75.74
0x7f9e,79.11
0x594c,82.34
0x2d8f,79.11
0xc43,74.32
0x2c25,65.21
0x2e7d,80.4
0x8b4c,85.18
0x566e,69.05
0x335c,71.63
0x4b04,79.77
0x39ed,86.64
0x9c7b,77.31
0x63b6,76.54
0xb82a,85.0
0x9170,71.92
0x800f,73.2
0xc501,78.58
0x66d0,81.52
0xc03f,75.93
0x5570,61.78
0x2373,68.27
0x371d,83.56
0x3448,69.17
0x738a,71.67
0x602a,80.34
0x3e7c,80.22
0x8802,73.97
0x662f,66.77
0x79db,91.41
0x1c90,35.83
0xbe52,78.37
0x1c1e,65.68
0x42fa,91.58
0x838c,38.67
0xbd4b,77.47
0xb4fb,84.55
0x16e1,73.66
0x81b,71.14
0x476d,59.67
0x6817,73.41
0x8228,70.38
0x829a,69.34
0x689d,62.57
0xc70f,40.76
0x52ba,29.42
0x5e5a,73.5
0x3309,87.05
0x7dc0,83.21
0x4b1f,74.84
0x93c0,42.3
0x129f,84.74
0x5e0b,77.03
0x4cd6,61.78
0xb6be,78.18
0x591a,89.16
0x5eac,74.81
0xfae,82.05
0x1dc9,95.49
0xc333,63.74
0xa7cb,78.13
0x51d6,65.72
0x341c,69.63
0x4f2f,80.3
0xb86b,83.82
0xc0cd,69.87
0x9185,77.7
0x39ae,77.68
0x9008,39.97
0x1f76,73.86
0xc200,89.39
0x80f4,77.72
0x9027,43.41
0x9a48,77.42
0x8ad1,87.05
0x3346,72.27
0x2454,64.98
0x8657,83.51
0xc11,76.69
0x8a87,82.87
0x1652,35.15
0x9b46,40.45
0xad0c,90.42
0x497f,58.55
0x9acd,80.62
0x5b00,70.3
0x66ba,82.05
0x76c1,85.27
0x7325,70.64
0xad97,72.0
0x3e2c,93.15
0x3944,79.44
0x76f7,27.89
0xb73b,90.41
0x37ba,59.8
0xaeb1,86.58
0x9943,78.18
0xa32a,74.73
0xb688,90.02
0xb405,78.07
0xb69e,90.91
0x104e,86.14
0x6ef0,86.01
0x794a,81.21
0x4286,80.42
0x5400,87.59
0x7d60,82.15
0x8a5,75.0
0xc26d,75.41
0xbd9c,75.65
0x8e7e,76.15
0x4867,70.45
0x8762,65.85
0x80ea,55.54
0x1772,74.91
0xc02c,76.06
0xc017,83.57
0x65f4,75.72
0x2109,90.86
0x7661,47.06
0xa612,71.78
0x48da,75.4
0x6c0c,69.17
0x983,79.55
0x99c8,80.75
0x7b6f,68.29
0x6cee,78.13
0xc50c,86.11
0xac23,63.6
0xb1d9,67.4
0x8fa,77.9
0xa040,86.35
0x1af3,24.15
0x1cab,76.11
0x86f1,72.97
0x43aa,94.62
0x522c,72.16
0x3532,73.43
0x5bd2,82.51
0xbc2d,74.77
0xa203,74.05
0xbb2b,79.29
0x66c6,70.62
0xb1c,77.42
0x385e,93.08
0x7eda,66.74
0xaaa9,20.31
0x6500,68.76
0x3ec7,79.57
0x8bc8,57.14
0xc7e4,74.83
0x1254,79.88
0x7935,72.48
0x6326,88.39
0x14ed,81.05
0x51c8,67.3
0x9120,58.04
0xb7a0,68.69
0x4401,84.48
0x9127,68.77
0xc003,65.98
0x1c43,69.01
0x2da0,82.13
0x5d3f,70.02
0xacf1,81.35
0x2e8c,77.83
0x1632,72.68
0x19a2,68.8
0x5ec7,68.34
0x6cb5,78.15
0x2aff,64.59
0x1154,78.19
0xb325,78.51
0x3e54,62.84
0x22d8,73.57
0x1d20,72.78
0xb977,61.56
0x5cc2,68.19
0xc17,91.17
0x2a42,69.4
0x8d2,81.66
0x631f,70.78
0x7801,77.29
0x36de,83.59
0x4232,83.67
0x3240,76.97
0x1bcd,75.73
0xa1bd,76.73
0x7495,66.83
0x2cef,72.35
0x3b72,61.69
0x7aa3,86.99
0x2449,78.03
0x5091,80.75
0xa2ae,73.89
0x44ef,73.72
0x8c18,84.09
0x7b80,73.26
0x32d9,69.9
0x11e0,85.61
0x96e4,37.78
0x87cb,80.5
0xa8a5,77.59
0x5c2b,84.23
0x4d6d,61.39
0xb6c8,85.34
0x5b7b,78.63
0xb8d7,84.46
0x87e0,81.03
0x6d31,82.33
0x2cfc,64.25
0x58e6,80.87
0x8be3,90.54
0x586c,82.7
0x5c13,91.44
0x3cc8,78.3
0x68ad,81.74
0x319d,59.35
0xaeb7,80.39
0x8a61,61.52
0xbd8a,73.17
0x9759,82.77
0x122e,76.54
0x895b,72.27
0x87b4,83.05
0x95ef,88.71
0x360a,83.68
0xc38e,70.06
0xb45,71.97
0x9a8e,88.61
0x6720,74.34
0xa429,77.95
0x47e5,70.34
0x7458,73.05
0x8ebb,90.23
0x3370,81.22
0xb60a,66.41
0x27e5,72.05
0x2382,77.4
0x17f5,76.92
0xae15,72.85
0xc13b,84.49
0x81db,79.51
0x8564,69.56
0x2c47,94.21
0x7a5e,50.42
0x1491,44.01
0x33ac,74.11
0xb778,49.66
0xa05d,30.96
0x846f,79.58
0x8c50,87.63
0x7877,40.0
0x787,75.0
0xea8,94.36
0x2efc,93.88
0x6c99,89.42
0x92e1,79.38
0x4800,77.47
0x4ecc,79.98
0x6473,82.12
0x19d6,78.54
0x230e,82.33
0xaca8,68.39
0x7c3d,89.16
0x3386,78.51
0x6216,86.01
0xb7df,89.68
0x1866,78.65
0xb58e,90.23
0xa76a,66.56
0x3908,89.54
0x70d8,72.87
0x84a0,45.49
0x73c3,87.42
0xb955,95.47
0x8b12,62.34
0x2e83,76.74
0x894e,75.78
0x3000,72.07
0x1f4f,81.6
0x9ecd,82.31
0x30d6,83.93
0xa259,76.43
0x9175,90.87
0x65a6,86.91
0x2915,37.29
0x898a,68.23
0xb677,85.46
0xc3a3,69.43
0x8e35,82.07
0x6bba,82.8
0x1388,32.99
0x451d,74.4
0x837,70.73
0xc3c7,75.43
0x1445,78.64
0x23c2,77.29
0x8275,74.41
0x5126,89.84
0xb75b,77.99
0x5494,70.52
0x26ee,74.78
0x233b,83.08
0x8792,38.29
0xb484,74.0
0x3684,80.08
0x7eb,89.12
0xf74,74.65
0xbea2,58.14
0x63e6,79.68
0x9ce8,78.71
0x9287,76.53
0x718d,85.25
0xb9e3,92.24
0xa2a1,87.68
0x8b71,38.51
0x2479,64.45
0x2285,81.05
0x286f,78.2
0x8bb5,62.88
0x47c3,92.79
0xa8c2,77.42
0xa713,77.3
0x17a0,55.2
0xc33e,87.76
0x3112,79.02
0x189b,64.72
0xbe87,47.06
0xb28d,64.54
0x60b3,81.57
0xbdc6,73.08
0x874a,76.77
0x6c14,84.83
0x629f,70.47
0xafaa,72.28
0x70be,34.28
0x3f26,55.41
0x7681,86.16
0x2b37,83.38
0x7413,66.32
0x2bbd,72.35
0x2dbe,25.04
0x282b,95.9
0x2850,82.07
0xb909,78.33
0xab5,61.66
0x681d,74.56
0x3438,77.89
0x6f3d,81.26
0x3ddb,89.42
0x207e,81.3
0x6fca,71.88
0x29f3,75.71
0x363f,76.92
0x1efd,83.79
0xa44b,71.66
0x48a4,59.38
0xa7a9,81.53
0x668d,75.8
0x5d47,30.05
0xb8ff,65.52
0x92da,74.38
0x4523,89.59
0x53e0,72.03
0xac04,67.47
0x4f7d,70.9
0x4d21,64.99
0xa5b4,72.79
0x1f62,92.25
0x66f1,73.69
0x8d6d,84.25
0x9d70,42.75
0x4522,73.66
0x1296,78.12
0x2159,75.81
0x7ed1,53.71
0x17cf,82.18
0x2aca,81.39
0x742a,69.46
0x8221,76.16
0x83fa,82.65
0x8924,84.12
0xe9f,92.05
0x2b83,80.6
0x3ce0,69.41
0xe9e,81.91
0x4558,78.44
0x9fb7,63.88
0x4c68,76.93
0x7e86,91.73
0x1979,93.66
0x8939,22.52
0xad4d,74.53
0x7f5,73.95
0x10d8,73.48
0x545a,79.27
0xc8c7,86.6
0x5980,34.72
0x97f3,78.28
0x68d3,78.29
0x709f,68.92
0x3501,40.78
0x169d,73.62
0x7cf,79.98
0x1bd2,76.89
0x80b6,74.9
0x9f99,81.84
0x51f4,73.47
0x366b,82.15
0x4432,79.76
0xbee9,83.14
0xa645,87.01
0xde6,66.72
0x2334,77.76
0x2933,90.06
0x7be3,72.44
0x1a66,47.7
0x9885,79.7
0xb7de,59.47
0xc286,83.02
0x959a,84.79
0x50ea,84.5
0xb633,73.51
0x653b,64.01
0xa5d7,78.83
0xe59,78.7
0x33d3,67.6
0x36c7,85.02
0x108e,90.65
0xa16b,80.54
0x634e,74.3
0xc7a,72.5
0xb29b,70.76
0x5653,83.83
0x8823,87.75
0x4001,74.97
0x73d8,68.22
0x355a,90.62
0xb8e8,73.23
0x8510,58.75
0x5547,73.63
0x6f2e,79.83
0x46b2,84.89
0x8175,73.18
0x4275,91.5
0x8245,68.71
0x8a03,82.64
0xe78,85.43
0x7dbf,90.1
0x36f5,92.4
0x21d9,91.87
0x8899,79.51
0x14d8,93.57
0xad5a,67.86
0x86a9,44.92
0x76e2,70.4
0xba0e,67.34
0xa432,80.5
0x2bdf,78.88
0xa12c,75.83
0x7ae3,66.58
0x8a63,66.27
0xc533,72.53
0x3d91,87.98
0x5e44,79.3
0xc17c,86.52
0x51d8,85.48
0x3dd1,72.69
0xa977,42.62
0x148c,77.24
0x9c80,79.28
0x2747,66.53
0xb264,88.3
0xb857,78.44
0x778e,78.89
0x3373,90.68
0xc076,84.27
0x53fa,74.34
0x6c4e,87.24
0x6282,83.81
0x4b18,73.46
0x18ca,61.21
0x4278,83.6
0x28b8,74.2
0x8f01,76.34
0x11ef,91.19
0x10ba,78.38
0x4cc3,76.75
0x9736,71.47
0x5521,75.1
0xb31c,73.42
0x73e2,84.58
0xee0,76.9
0x3be2,29.83
0x85a,72.97
0x7409,79.72
0xc005,82.74
0x6cd2,74.43
0x1b6a,55.78
0x35e5,72.41
0x432b,76.82
0xb95e,77.6
0x99fd,56.73
0x968c,85.1
0xa5fd,41.1
0x9c1b,81.14
0x68e1,73.8
0x6fb,70.05
0x3576,66.43
0x7d82,86.36
0x952b,85.31
0xa323,66.72
0x4cce,76.63
0xb69f,78.4
0x35a8,91.55
0x812f,81.91
0x68ba,91.46
0x5438,72.23
0x1dde,66.13
0xc677,94.43
0x5383,71.86
0x5dd8,87.12
0x6f6d,87.83
0xb7ae,75.15
0x778d,72.54
0x723,34.6
0x9122,28.32
0x9034,92.35
0xb50c,68.53
0x58fa,28.54
0x4793,35.18
0x4c9b,70.0
0x98a6,84.89
0x24ad,28.63
0x6e70,73.56
0x900d,86.4
0xb4b3,82.88
0x4c01,35.58
0x6925,47.11
0x90f5,85.19
0x2116,90.68
0x11d8,89.08
0xb38,92.61
0x1757,79.21
0xa115,74.86
0x8844,75.33
0xb6b9,73.7
0x7a8,87.51
0x4499,85.65
0xf86,86.82
0x59c9,69.35
0x7b3d,77.36
0x987d,87.9
0x701e,35.9
0x777d,79.41
0x6e63,67.46
0x68e2,70.4
0xc0c5,85.1
0x9e70,72.79
0x5d5e,65.06
0x7efa,74.89
0x96be,70.59
0x7c79,34.59
0x936c,67.86
0x4331,78.48
0x56ef,67.0
0x7b29,76.4
0x9cc2,65.28
0x3c0e,78.48
0x281e,86.81
0x9bdf,70.92
0x2573,71.27
0x851c,40.63
0xaf64,88.06
0x25f9,88.92
0xb1b4,87.31
0x4a20,72.54
0xc86e,81.04
0x1837,76.49
0x1317,37.44
0x813b,63.51
0x8143,69.17
0x55ea,78.57
0x5582,80.93
0x231f,82.58
0x4838,69.58
0xab8d,80.62
0x15fc,63.52
0x9c06,76.77
0x568e,77.1
0x456c,87.84
0x563b,66.0
0xa60,72.16
0xb451,66.39
0x9a4,75.86
0x8995,80.82
0x507b,86.31
0x1335,56.79
0x8724,59.91
0x695e,76.46
0x6a03,74.52
0x1793,67.24
0x5359,75.69
0x9d21,81.4
0x2a9f,64.49
0x31ff,80.05
0x5a0e,85.91
0x3826,65.52
0x50b5,56.09
0x6d43,78.2
0xf85,71.17
0x93d9,80.81
0xa1e5,76.89
0x2699,73.67
0xfbe,40.02
0x63f4,79.41
0xbdfc,75.45
0xbef,70.14
0x7b0c,80.55
0xbe37,58.92
0x4b51,73.78
0xb50,78.28
0x52df,90.26
0xf6f,89.26
0x2e1b,86.4
0xebc,65.41
0x52f7,58.82
0x72ea,88.79
0x5915,78.58
0xc61f,89.61
0x75e,73.75
0x5c7d,83.51
0x91dc,57.31
0x1b85,76.39
0x1498,70.7
0x83af,78.29
0x7d6b,68.49
0x8cac,81.74
0x1f7f,87.53
0x20e0,81.72
0x1057,80.58
0x67f7,78.58
0x3db7,75.26
0x30ae,71.92
0x89b8,72.75
0x3a81,81.58
0x154e,72.86
0x2576,82.05
0x2029,71.5
0x9319,93.88
0x1b8f,53.72
0xac70,35.64
0x3587,87.35
0x99ab,75.3
0x7664,67.44
0x1fdc,74.87
0x93db,87.98
0x9546,72.49
0x619f,84.29
0x220d,78.81
0xb9f5,92.94
0x42df,70.39
0xc3da,71.18
0x7880,64.25
0x6704,88.72
0x84cf,76.99
0x64dc,73.85
0x1580,68.04
0x2569,72.33
0x9fd6,86.95
0x5375,68.22
0x2d44,68.63
0x204e,84.82
0xa582,33.41
0x5b43,53.97
0x23ec,84.6
0x3381,74.14
0x12e8,58.03
0xaea7,87.37
0x3b25,82.29
0x8f5a,71.38
0x4a4d,72.96
0x8ace,72.01
0x9faf,35.4
0x7417,89.57
0x4ace,73.0
0x2d8d,72.06
0x7f07,70.66
0x9b12,90.21
0x1954,85.26
0x7df4,77.41
0x7ce0,62.91
0x9bc8,65.33
0x93b7,79.71
0x5ef4,77.87
0x2af8,86.4
0x1511,72.09
0xae68,77.38
0x1e61,91.32
0xbbea,80.64
0x99da,58.07
0x9728,73.03
0x9a7a,72.81
0x4016,69.03
0x43f3,74.89
0x3e1e,71.28
0x1f01,70.06
0x2851,77.14
0x6237,77.52
0x7f10,85.53
0x41c1,80.86
0xa98c,82.79
0x261f,74.11
0xc1c4,84.99
0x7a4e,89.05
0xaf27,80.32
0x17f2,27.07
0xabd6,73.16
0xa56f,84.57
0x3f1a,78.38
0x3832,80.07
0x1e9f,60.64
0x7d9e,68.42
0xaa49,75.76
0xad58,72.07
0xba58,68.4
0x4883,26.77
0x2d70,73.15
0x5033,82.36
0x14d7,72.27
0x69fd,29.13
0xc1a5,66.12
0x4c62,78.42
0x8b0c,90.16
0x65ac,90.15
0x2488,86.5
0x1c17,35.61
0x9341,76.74
