,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,Group,Number,Transported
1576,Mars,False,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,F,317,S,1669,3,False
1577,Earth,False,TRAPPIST-1e,49.0,False,0.0,67.0,213.0,2.0,1442.0,G,269,P,1670,1,False
1578,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,G,269,P,1670,2,False
1579,Europa,False,55 Cancri e,,False,0.0,859.0,0.0,6704.0,64.0,B,73,S,1671,1,False
1580,Earth,False,TRAPPIST-1e,29.0,False,7.0,0.0,0.0,797.0,0.0,F,318,S,1672,1,False
1581,Earth,False,55 Cancri e,16.0,False,876.0,0.0,5.0,1.0,16.0,F,330,P,1673,1,False
1582,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,G,260,S,1674,1,False
1583,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,G,270,P,1676,1,False
1584,Earth,False,TRAPPIST-1e,19.0,False,5.0,87.0,0.0,0.0,,E,103,P,1677,1,False
1585,Earth,False,TRAPPIST-1e,34.0,False,1.0,89.0,0.0,793.0,0.0,G,261,S,1681,1,False
1586,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,F,331,P,1682,1,True
1587,Earth,False,55 Cancri e,51.0,False,0.0,260.0,91.0,0.0,264.0,,,,1685,1,False
1588,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,G,272,P,1685,2,False
1589,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,G,272,P,1685,3,True
1590,Mars,False,TRAPPIST-1e,26.0,True,714.0,450.0,208.0,0.0,44.0,F,334,P,1687,1,False
1591,Earth,False,TRAPPIST-1e,27.0,False,233.0,554.0,0.0,0.0,0.0,E,124,S,1688,1,False
1592,Earth,True,TRAPPIST-1e,7.0,False,,0.0,0.0,0.0,0.0,,,,1688,2,False
1593,Earth,True,TRAPPIST-1e,19.0,False,,0.0,0.0,0.0,0.0,G,262,S,1688,3,True
1594,Earth,False,TRAPPIST-1e,28.0,False,0.0,26.0,88.0,5.0,754.0,F,335,P,1690,1,False
1595,Mars,False,TRAPPIST-1e,27.0,False,3482.0,1234.0,1155.0,0.0,0.0,F,321,S,1691,1,False
1596,Earth,True,PSO J318.5-22,31.0,False,0.0,,0.0,0.0,0.0,G,263,S,1694,1,True
1597,Earth,False,TRAPPIST-1e,26.0,False,324.0,0.0,201.0,2.0,256.0,G,264,S,1695,1,False
1598,Europa,False,TRAPPIST-1e,43.0,False,0.0,760.0,17.0,15331.0,427.0,B,55,P,1696,1,False
1599,Earth,False,TRAPPIST-1e,23.0,,0.0,13.0,0.0,773.0,0.0,G,274,P,1697,1,False
1600,,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,E,125,S,1698,1,True
1601,Earth,False,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,F,336,P,1699,1,True
1602,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,B,74,S,1700,1,True
1603,Europa,False,TRAPPIST-1e,64.0,False,0.0,4.0,0.0,6200.0,622.0,B,74,S,1700,2,False
1604,Mars,False,TRAPPIST-1e,13.0,False,1112.0,0.0,687.0,0.0,3.0,D,60,S,1704,1,False
1605,Mars,False,55 Cancri e,18.0,False,86.0,1164.0,516.0,0.0,0.0,D,60,S,1704,2,True
1606,Mars,False,TRAPPIST-1e,29.0,True,0.0,0.0,0.0,0.0,0.0,E,126,S,1705,1,False
1607,Earth,False,PSO J318.5-22,70.0,False,0.0,3.0,1.0,2.0,1290.0,F,338,P,1708,1,False
1608,Mars,False,TRAPPIST-1e,23.0,False,31.0,0.0,1247.0,0.0,47.0,F,326,S,1709,1,False
1609,Mars,False,TRAPPIST-1e,23.0,False,2210.0,0.0,89.0,0.0,0.0,D,61,S,1709,2,True
1610,Mars,False,TRAPPIST-1e,35.0,False,1313.0,0.0,24.0,0.0,1.0,,,,1709,3,False
1611,Mars,False,TRAPPIST-1e,17.0,False,1744.0,0.0,136.0,8.0,8.0,E,127,S,1709,4,False
1612,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,F,326,S,1709,5,True
1613,Mars,False,TRAPPIST-1e,15.0,False,1554.0,0.0,646.0,20.0,1241.0,D,61,S,1709,6,False
1614,Mars,False,TRAPPIST-1e,19.0,False,285.0,54.0,1246.0,102.0,0.0,F,326,S,1709,7,False
1615,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,G,276,P,1710,1,True
1616,Earth,,TRAPPIST-1e,51.0,False,437.0,244.0,908.0,825.0,0.0,F,327,S,1711,1,False
1617,Mars,,TRAPPIST-1e,17.0,False,139.0,0.0,959.0,21.0,0.0,F,339,P,1712,1,False
1618,Mars,False,TRAPPIST-1e,27.0,False,103.0,1.0,49.0,2421.0,24.0,F,339,P,1712,2,False
1619,Earth,False,TRAPPIST-1e,43.0,False,84.0,726.0,2.0,0.0,0.0,G,277,P,1713,1,False
1620,Earth,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,G,265,S,1714,1,False
1621,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,G,266,S,1715,1,False
1622,Earth,False,TRAPPIST-1e,40.0,False,813.0,0.0,473.0,236.0,0.0,E,105,P,1717,1,True
1623,Earth,False,TRAPPIST-1e,38.0,False,4.0,0.0,0.0,0.0,1679.0,E,105,P,1717,2,False
1624,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,,,,1718,1,True
1625,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,,0.0,0.0,G,278,P,1719,1,False
1626,Earth,False,TRAPPIST-1e,15.0,False,320.0,36.0,5.0,0.0,640.0,F,341,P,1721,1,False
1627,Earth,False,TRAPPIST-1e,15.0,,852.0,0.0,0.0,135.0,0.0,E,128,S,1723,1,False
1628,Europa,False,55 Cancri e,59.0,False,8.0,1563.0,0.0,73.0,31.0,A,21,S,1724,1,True
1629,Earth,False,TRAPPIST-1e,24.0,False,0.0,201.0,0.0,0.0,603.0,F,328,S,1725,1,False
1630,Mars,True,,,False,0.0,0.0,0.0,0.0,0.0,F,342,P,1727,1,True
1631,Mars,False,55 Cancri e,52.0,False,1279.0,0.0,1061.0,359.0,0.0,D,54,P,1727,2,False
1632,Earth,False,TRAPPIST-1e,38.0,False,553.0,0.0,0.0,87.0,243.0,G,280,P,1728,1,False
1633,Earth,False,TRAPPIST-1e,26.0,False,21.0,0.0,499.0,568.0,0.0,F,343,P,1729,1,True
1634,Earth,False,55 Cancri e,17.0,False,68.0,0.0,0.0,0.0,795.0,E,106,P,1730,1,True
1635,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,G,281,P,1731,1,True
1636,Earth,False,55 Cancri e,20.0,False,1.0,808.0,0.0,0.0,0.0,G,281,P,1731,2,True
1637,Earth,False,TRAPPIST-1e,15.0,False,1336.0,108.0,0.0,0.0,0.0,F,344,P,1733,1,False
1638,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,G,283,P,1734,1,True
1639,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,G,284,P,1736,1,False
1640,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,19.0,467.0,,E,129,S,1738,1,False
1641,Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,G,268,S,1738,2,True
1642,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,G,269,S,1739,1,True
1643,Earth,False,TRAPPIST-1e,22.0,False,762.0,13.0,10.0,0.0,0.0,G,270,S,1740,1,False
1644,Mars,False,PSO J318.5-22,34.0,True,49.0,478.0,387.0,0.0,0.0,D,55,P,1742,1,False
1645,Europa,False,TRAPPIST-1e,28.0,False,0.0,1310.0,0.0,221.0,6064.0,E,130,S,1745,1,False
1646,Mars,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,F,331,S,1746,1,True
1647,Earth,False,55 Cancri e,19.0,False,0.0,0.0,496.0,13.0,0.0,G,271,S,1747,1,True
1648,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,2.0,807.0,G,287,P,1748,1,False
1649,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,287,P,1748,2,False
1650,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,287,P,1748,3,True
1651,Earth,True,PSO J318.5-22,59.0,False,0.0,0.0,0.0,0.0,0.0,G,288,P,1749,1,False
1652,Earth,False,55 Cancri e,15.0,False,1006.0,1.0,0.0,0.0,308.0,F,333,S,1752,1,True
1653,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,G,272,S,1753,1,True
1654,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,G,273,S,1755,1,False
1655,Earth,False,TRAPPIST-1e,67.0,False,26.0,809.0,0.0,39.0,26.0,F,334,S,1757,1,False
1656,Earth,False,TRAPPIST-1e,55.0,False,587.0,0.0,0.0,318.0,3.0,G,274,S,1758,1,False
1657,Earth,False,TRAPPIST-1e,50.0,False,742.0,21.0,10.0,26.0,4.0,F,336,S,1760,1,False
1658,Earth,False,55 Cancri e,23.0,False,145.0,490.0,17.0,49.0,1.0,F,347,P,1761,1,False
1659,Earth,False,PSO J318.5-22,21.0,False,2400.0,7.0,0.0,20.0,0.0,E,132,S,1762,1,True
1660,Earth,False,,15.0,False,104.0,,0.0,174.0,253.0,G,275,S,1762,2,False
1661,Europa,False,TRAPPIST-1e,41.0,False,0.0,3240.0,0.0,59.0,0.0,E,133,S,1763,1,True
1662,Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,F,337,S,1764,1,True
1663,Mars,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,E,134,S,1764,2,False
1664,Earth,False,55 Cancri e,21.0,False,112.0,0.0,0.0,0.0,1333.0,F,338,S,1766,1,False
1665,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,C,65,S,1767,1,True
1666,Europa,False,TRAPPIST-1e,50.0,False,3677.0,782.0,0.0,6.0,1168.0,C,65,S,1767,2,True
1667,Europa,False,TRAPPIST-1e,32.0,False,2973.0,3368.0,124.0,57.0,42.0,C,65,S,1767,3,True
1668,Europa,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,C,65,S,1767,4,True
1669,Earth,False,TRAPPIST-1e,,False,0.0,24.0,0.0,732.0,0.0,G,276,S,1768,1,False
1670,Mars,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,F,339,S,1769,1,True
1671,Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,B,75,S,1770,1,True
1672,Earth,False,TRAPPIST-1e,35.0,False,0.0,338.0,436.0,,0.0,G,291,P,1771,1,True
1673,Mars,False,TRAPPIST-1e,30.0,False,1220.0,0.0,49.0,39.0,0.0,F,348,P,1772,1,False
1674,Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,E,135,S,1774,1,True
1675,Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,870.0,0.0,14.0,G,277,S,1775,1,True
1676,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,809.0,0.0,0.0,G,278,S,1776,1,False
1677,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,G,279,S,1778,1,False
1678,Earth,False,55 Cancri e,37.0,False,164.0,603.0,0.0,0.0,11.0,F,349,P,1779,1,True
1679,Europa,False,55 Cancri e,28.0,False,0.0,11026.0,0.0,0.0,12.0,C,66,S,1781,1,True
1680,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,,,,1782,1,False
1681,Earth,False,TRAPPIST-1e,40.0,,596.0,,135.0,73.0,0.0,F,341,S,1782,2,False
1682,Earth,False,55 Cancri e,42.0,False,28.0,0.0,0.0,0.0,591.0,G,281,S,1783,1,False
1683,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,,0.0,G,281,S,1783,2,False
1684,Mars,True,55 Cancri e,31.0,False,0.0,0.0,0.0,,0.0,E,107,P,1785,1,False
1685,Earth,False,TRAPPIST-1e,51.0,False,28.0,94.0,0.0,34.0,638.0,F,342,S,1786,1,False
1686,Mars,False,TRAPPIST-1e,73.0,False,27.0,2.0,71.0,1208.0,0.0,F,352,P,1792,1,False
1687,Europa,True,TRAPPIST-1e,26.0,,0.0,0.0,0.0,0.0,0.0,C,67,S,1796,1,True
1688,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,B,57,P,1797,1,True
1689,Earth,False,TRAPPIST-1e,39.0,False,1.0,275.0,33.0,376.0,105.0,E,137,S,1798,1,False
1690,Earth,False,TRAPPIST-1e,19.0,,5.0,639.0,0.0,84.0,180.0,G,295,P,1799,1,False
1691,Earth,False,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,283,S,1800,1,True
1692,Earth,True,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,G,283,S,1800,2,False
1693,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,283,S,1800,3,False
1694,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,283,S,1800,4,True
1695,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,G,283,S,1800,5,True
1696,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,2.0,787.0,1.0,E,109,P,1802,1,False
1697,Earth,False,55 Cancri e,23.0,False,0.0,169.0,0.0,553.0,0.0,F,354,P,1803,1,False
1698,Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,F,355,P,1804,1,True
1699,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,G,284,S,1805,1,True
1700,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,E,138,S,1806,1,False
1701,Europa,False,55 Cancri e,30.0,False,0.0,3722.0,4.0,140.0,4045.0,B,58,P,1807,1,False
1702,Earth,False,TRAPPIST-1e,33.0,False,0.0,763.0,8.0,2.0,30.0,F,346,S,1808,1,False
1703,Mars,False,TRAPPIST-1e,56.0,False,4694.0,0.0,2661.0,51.0,0.0,F,356,P,1810,1,False
1704,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,G,285,S,1811,1,True
1705,Earth,False,TRAPPIST-1e,,,928.0,20.0,0.0,0.0,0.0,F,347,S,1811,2,False
1706,,False,TRAPPIST-1e,25.0,False,9.0,852.0,73.0,12.0,57.0,F,357,P,1812,1,True
1707,Earth,False,55 Cancri e,18.0,False,0.0,0.0,454.0,0.0,263.0,F,358,P,1813,1,False
1708,Europa,False,TRAPPIST-1e,60.0,True,1891.0,640.0,0.0,360.0,52.0,C,68,S,1816,1,True
1709,Europa,False,TRAPPIST-1e,41.0,False,0.0,2334.0,1.0,6.0,23.0,C,68,S,1816,2,True
1710,Earth,False,PSO J318.5-22,16.0,False,112.0,0.0,38.0,77.0,443.0,F,349,S,1817,1,False
1711,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,G,297,P,1818,1,True
1712,Earth,False,TRAPPIST-1e,26.0,False,,4.0,361.0,0.0,19.0,G,298,P,1821,1,False
1713,Earth,False,TRAPPIST-1e,31.0,False,2.0,811.0,0.0,0.0,0.0,G,299,P,1822,1,True
1714,,False,TRAPPIST-1e,67.0,False,143.0,68.0,496.0,182.0,9.0,,,,1823,1,True
1715,Earth,False,55 Cancri e,16.0,False,,231.0,569.0,2.0,0.0,F,351,S,1826,1,False
1716,Earth,False,55 Cancri e,24.0,False,0.0,94.0,1.0,56.0,427.0,F,352,S,1827,1,False
1717,Earth,False,,19.0,False,0.0,1333.0,3.0,624.0,254.0,F,361,P,1828,1,True
1718,Europa,False,55 Cancri e,48.0,False,0.0,3578.0,80.0,123.0,,D,56,P,1829,1,True
1719,Europa,False,TRAPPIST-1e,30.0,False,1.0,6398.0,0.0,2.0,295.0,D,56,P,1829,2,True
1720,Europa,False,TRAPPIST-1e,22.0,False,0.0,8882.0,21.0,2204.0,19.0,D,56,P,1829,3,True
1721,Europa,False,TRAPPIST-1e,28.0,True,0.0,4424.0,3.0,207.0,1572.0,D,56,P,1829,4,True
1722,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,D,56,P,1829,5,True
1723,Europa,False,TRAPPIST-1e,29.0,False,0.0,699.0,0.0,0.0,1955.0,D,56,P,1829,6,False
1724,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,,G,288,S,1831,1,False
1725,Europa,False,55 Cancri e,48.0,False,140.0,127.0,0.0,4102.0,521.0,C,61,P,1833,1,False
1726,Mars,False,,26.0,False,17.0,0.0,1582.0,0.0,0.0,F,354,S,1834,1,True
1727,Earth,False,TRAPPIST-1e,23.0,False,1639.0,1218.0,0.0,1.0,0.0,F,362,P,1836,1,True
1728,Earth,False,TRAPPIST-1e,55.0,False,1104.0,0.0,0.0,0.0,0.0,F,365,P,1841,1,False
1729,Europa,False,TRAPPIST-1e,46.0,False,2249.0,153.0,137.0,,194.0,E,112,P,1843,1,False
1730,Earth,False,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,1381.0,F,355,S,1844,1,False
1731,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,G,289,S,1844,2,True
1732,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,G,289,S,1844,3,True
1733,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,788.0,16.0,F,366,P,1846,1,False
1734,Earth,False,TRAPPIST-1e,65.0,False,5.0,317.0,,0.0,123.0,G,290,S,1847,1,False
1735,Earth,False,TRAPPIST-1e,,False,181.0,0.0,2.0,0.0,663.0,G,291,S,1848,1,False
1736,Earth,False,TRAPPIST-1e,25.0,False,113.0,0.0,0.0,1282.0,0.0,F,367,P,1849,1,False
1737,Earth,False,PSO J318.5-22,54.0,False,0.0,316.0,257.0,0.0,0.0,F,356,S,1850,1,False
1738,Earth,False,55 Cancri e,25.0,False,0.0,0.0,1.0,735.0,25.0,F,356,S,1850,2,False
1739,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,G,302,P,1853,1,True
1740,Europa,False,55 Cancri e,53.0,False,0.0,13527.0,0.0,0.0,771.0,A,22,S,1854,1,True
1741,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,303,P,1855,1,True
1742,Earth,False,TRAPPIST-1e,39.0,False,0.0,43.0,864.0,0.0,85.0,E,113,P,1855,2,False
1743,Earth,False,TRAPPIST-1e,22.0,False,8.0,710.0,0.0,27.0,0.0,F,368,P,1856,1,True
1744,Mars,False,55 Cancri e,31.0,False,120.0,0.0,657.0,52.0,0.0,D,63,S,1857,1,False
1745,Mars,True,,24.0,False,0.0,0.0,0.0,0.0,0.0,F,357,S,1859,1,True
1746,Europa,False,TRAPPIST-1e,35.0,True,0.0,1.0,0.0,0.0,3156.0,A,13,P,1860,1,False
1747,Europa,False,55 Cancri e,35.0,False,95.0,3441.0,0.0,391.0,318.0,A,13,P,1860,2,False
1748,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,F,358,S,1861,1,True
1749,Mars,False,TRAPPIST-1e,61.0,False,953.0,415.0,974.0,0.0,133.0,F,358,S,1861,2,False
1750,Earth,False,55 Cancri e,58.0,False,14.0,0.0,1081.0,0.0,0.0,F,370,P,1863,1,True
1751,Mars,False,TRAPPIST-1e,26.0,False,1752.0,22.0,0.0,4.0,,D,64,S,1864,1,False
1752,Earth,True,TRAPPIST-1e,4.0,,0.0,0.0,0.0,0.0,0.0,G,292,S,1865,1,False
1753,Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,G,292,S,1865,2,False
1754,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,G,292,S,1865,3,True
1755,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,,G,292,S,1865,4,False
1756,Earth,,TRAPPIST-1e,25.0,False,0.0,60.0,0.0,646.0,1115.0,G,292,S,1865,5,False
1757,,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,G,292,S,1865,6,False
1758,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,865.0,F,371,P,1866,1,False
1759,Mars,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,F,372,P,1868,1,True
1760,Europa,False,TRAPPIST-1e,31.0,,0.0,1983.0,0.0,172.0,52.0,C,70,S,1871,1,True
1761,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,E,139,S,1872,1,False
1762,Earth,True,TRAPPIST-1e,30.0,False,0.0,,0.0,0.0,0.0,G,293,S,1873,1,True
1763,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,305,P,1874,1,False
1764,Earth,,PSO J318.5-22,29.0,False,0.0,0.0,0.0,486.0,1479.0,F,374,P,1874,2,False
1765,Earth,False,TRAPPIST-1e,37.0,False,28.0,25.0,26.0,806.0,3.0,G,306,P,1877,1,False
1766,Earth,False,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,724.0,0.0,F,375,P,1878,1,False
1767,Europa,False,TRAPPIST-1e,36.0,False,0.0,583.0,1789.0,19.0,1009.0,D,58,P,1879,1,False
1768,Earth,False,55 Cancri e,20.0,False,470.0,128.0,0.0,0.0,9.0,F,376,P,1880,1,False
1769,Earth,False,TRAPPIST-1e,20.0,False,2215.0,0.0,0.0,86.0,0.0,F,377,P,1881,1,True
1770,Europa,,55 Cancri e,18.0,False,0.0,16263.0,72.0,0.0,15.0,C,71,S,1882,1,True
1771,Europa,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,,,,1882,2,True
1772,Mars,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,E,140,S,1884,1,False
1773,Earth,False,TRAPPIST-1e,26.0,False,0.0,3.0,176.0,611.0,0.0,E,141,S,1886,1,False
1774,Earth,False,TRAPPIST-1e,35.0,False,0.0,88.0,718.0,46.0,0.0,G,295,S,1887,1,False
1775,Earth,False,TRAPPIST-1e,30.0,False,116.0,0.0,0.0,728.0,29.0,F,361,S,1888,1,True
1776,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,22.0,0.0,702.0,F,378,P,1889,1,False
1777,Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,G,307,P,1889,2,False
1778,Earth,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,G,308,P,1890,1,False
1779,Mars,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,E,142,S,1891,1,False
1780,Europa,False,TRAPPIST-1e,50.0,False,5.0,809.0,0.0,309.0,731.0,D,59,P,1892,1,True
1781,Europa,False,TRAPPIST-1e,29.0,False,4.0,841.0,0.0,363.0,1107.0,,,,1892,2,True
1782,Europa,False,55 Cancri e,19.0,False,0.0,748.0,158.0,5037.0,44.0,D,59,P,1892,3,False
1783,Europa,False,55 Cancri e,39.0,False,0.0,10153.0,1.0,78.0,5063.0,C,72,S,1897,1,True
1784,Europa,False,TRAPPIST-1e,38.0,False,0.0,354.0,0.0,1806.0,0.0,C,72,S,1897,2,True
1785,Earth,True,55 Cancri e,21.0,False,,0.0,0.0,0.0,0.0,G,296,S,1898,1,False
1786,Earth,False,PSO J318.5-22,25.0,False,11.0,44.0,397.0,0.0,0.0,G,297,S,1899,1,False
1787,Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,A,14,P,1901,1,True
1788,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,A,14,P,1901,2,True
1789,Earth,False,TRAPPIST-1e,19.0,False,42.0,0.0,345.0,1431.0,0.0,G,298,S,1902,1,False
1790,Earth,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,G,309,P,1903,1,False
1791,Earth,False,55 Cancri e,40.0,False,1465.0,39.0,0.0,0.0,1225.0,F,364,S,1905,1,False
1792,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,G,299,S,1906,1,False
1793,Europa,False,TRAPPIST-1e,50.0,False,,1810.0,0.0,126.0,247.0,D,60,P,1907,1,False
1794,Mars,False,TRAPPIST-1e,18.0,False,1218.0,0.0,34.0,1095.0,0.0,E,115,P,1908,1,False
1795,Earth,False,TRAPPIST-1e,46.0,False,8.0,652.0,0.0,5.0,90.0,G,300,S,1911,1,False
1796,Earth,False,TRAPPIST-1e,,False,0.0,51.0,0.0,37.0,704.0,E,116,P,1915,1,False
1797,Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,D,61,P,1916,1,True
1798,Europa,False,55 Cancri e,22.0,False,1744.0,79.0,0.0,12.0,1514.0,D,61,P,1916,2,False
1799,Europa,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,A,23,S,1918,1,False
1800,Europa,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,A,23,S,1918,2,True
1801,Europa,False,TRAPPIST-1e,38.0,False,34.0,2043.0,0.0,1339.0,0.0,A,23,S,1918,3,True
1802,Mars,False,TRAPPIST-1e,46.0,False,731.0,0.0,288.0,0.0,2.0,E,117,P,1920,1,False
1803,Earth,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,G,303,S,1922,1,False
1804,Europa,False,TRAPPIST-1e,63.0,False,0.0,4286.0,18.0,4.0,872.0,C,65,P,1923,1,True
1805,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,C,65,P,1923,2,True
1806,Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,G,304,S,1925,1,False
1807,,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,G,305,S,1926,1,False
1808,Mars,False,TRAPPIST-1e,55.0,False,2424.0,0.0,1.0,0.0,284.0,D,66,S,1927,1,False
1809,Earth,False,PSO J318.5-22,21.0,False,0.0,0.0,107.0,166.0,388.0,E,144,S,1928,1,True
1810,Europa,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,C,73,S,1931,1,True
1811,Earth,False,TRAPPIST-1e,45.0,False,10.0,0.0,0.0,,0.0,E,118,P,1933,1,True
1812,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,G,307,S,1935,1,False
1813,Earth,False,TRAPPIST-1e,47.0,False,7.0,877.0,17.0,0.0,0.0,F,368,S,1937,1,False
1814,Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,1508.0,110.0,117.0,F,369,S,1938,1,True
1815,Mars,False,TRAPPIST-1e,57.0,True,975.0,0.0,295.0,39.0,0.0,F,385,P,1939,1,False
