,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,Group,Number
9610,Mars,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,F,365,S,1910,1
9611,Mars,False,55 Cancri e,28.0,False,3529.0,0.0,65.0,3.0,59.0,F,365,S,1910,2
9612,Mars,False,TRAPPIST-1e,51.0,False,311.0,0.0,338.0,741.0,0.0,F,365,S,1910,3
9613,Mars,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,,0.0,F,365,S,1910,4
9614,Earth,False,TRAPPIST-1e,56.0,False,0.0,35.0,4661.0,1641.0,0.0,G,310,P,1912,1
9615,Mars,False,,,False,261.0,0.0,2338.0,0.0,0.0,F,381,P,1913,1
9616,Mars,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,F,381,P,1913,2
9617,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,F,381,P,1913,3
9618,Earth,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,,0.0,G,301,S,1914,1
9619,Earth,False,PSO J318.5-22,28.0,False,0.0,547.0,0.0,10.0,0.0,F,366,S,1917,1
9620,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,302,S,1919,1
9621,Mars,False,PSO J318.5-22,35.0,False,809.0,0.0,830.0,0.0,0.0,F,382,P,1921,1
9622,Mars,False,TRAPPIST-1e,33.0,True,1651.0,0.0,14.0,245.0,0.0,F,382,P,1921,2
9623,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,G,311,P,1924,1
9624,Earth,False,TRAPPIST-1e,26.0,False,407.0,191.0,53.0,0.0,133.0,G,306,S,1929,1
9625,Earth,False,55 Cancri e,25.0,False,599.0,0.0,1.0,0.0,0.0,F,383,P,1930,1
9626,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,145.0,1961.0,F,367,S,1932,1
9627,Earth,False,TRAPPIST-1e,23.0,False,2.0,,689.0,827.0,0.0,F,384,P,1934,1
9628,Mars,False,TRAPPIST-1e,45.0,False,1285.0,4.0,7.0,1.0,0.0,E,119,P,1936,1
9629,Earth,False,55 Cancri e,50.0,False,21.0,1.0,0.0,185.0,530.0,F,371,S,1943,1
9630,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,666.0,221.0,1.0,G,308,S,1944,1
9631,Europa,False,TRAPPIST-1e,54.0,False,0.0,225.0,129.0,,12226.0,B,80,S,1948,1
9632,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,B,80,S,1948,2
9633,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,317.0,632.0,0.0,F,373,S,1949,1
9634,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,D,67,S,1951,1
9635,Europa,False,55 Cancri e,28.0,False,1.0,1656.0,140.0,4160.0,430.0,D,67,S,1951,2
9636,Mars,False,55 Cancri e,39.0,False,27.0,0.0,81.0,974.0,0.0,F,388,P,1954,1
9637,Earth,False,TRAPPIST-1e,20.0,False,9.0,52.0,1.0,638.0,105.0,F,389,P,1955,1
9638,Earth,False,TRAPPIST-1e,30.0,False,1624.0,0.0,0.0,600.0,105.0,G,314,P,1958,1
9639,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,G,317,P,1965,1
9640,Europa,False,55 Cancri e,36.0,False,0.0,1427.0,0.0,1311.0,84.0,B,81,S,1966,1
9641,Earth,False,TRAPPIST-1e,33.0,False,1844.0,213.0,131.0,439.0,0.0,F,392,P,1970,1
9642,Mars,False,TRAPPIST-1e,30.0,False,143.0,0.0,906.0,0.0,0.0,E,123,P,1972,1
9643,Earth,False,TRAPPIST-1e,25.0,False,102.0,0.0,257.0,1260.0,0.0,E,145,S,1982,1
9644,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,F,377,S,1986,1
9645,Earth,False,TRAPPIST-1e,23.0,False,0.0,901.0,7.0,0.0,0.0,G,313,S,1987,1
9646,Earth,True,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,G,322,P,1989,1
9647,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,F,395,P,1990,1
9648,Mars,True,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,F,395,P,1990,2
9649,Earth,False,PSO J318.5-22,24.0,False,85.0,225.0,11.0,53.0,835.0,F,382,S,1998,1
9650,Mars,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,F,384,S,2002,1
9651,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,E,147,S,2004,1
9652,Earth,False,TRAPPIST-1e,44.0,False,40.0,117.0,0.0,214.0,387.0,F,385,S,2005,1
9653,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,316,S,2005,2
9654,Earth,False,,15.0,False,262.0,0.0,0.0,391.0,151.0,F,397,P,2008,1
9655,Europa,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,E,148,S,2014,1
9656,Mars,True,,24.0,False,0.0,0.0,0.0,0.0,0.0,F,388,S,2016,1
9657,Mars,False,TRAPPIST-1e,47.0,False,878.0,824.0,1.0,389.0,0.0,F,388,S,2016,2
9658,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,E,149,S,2017,1
9659,Mars,False,TRAPPIST-1e,,False,664.0,126.0,40.0,11.0,1068.0,F,389,S,2017,2
9660,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,319,S,2018,1
9661,Europa,False,TRAPPIST-1e,30.0,False,0.0,2052.0,4.0,465.0,117.0,C,77,S,2020,1
9662,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,G,320,S,2021,1
9663,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,634.0,0.0,87.0,G,321,S,2023,1
9664,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,321,S,2023,2
9665,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,G,321,S,2023,3
9666,Europa,False,55 Cancri e,42.0,True,0.0,305.0,0.0,327.0,7046.0,B,84,S,2025,1
9667,Earth,False,TRAPPIST-1e,22.0,False,286.0,1217.0,0.0,0.0,10.0,F,401,P,2030,1
9668,Earth,False,TRAPPIST-1e,21.0,False,208.0,78.0,0.0,0.0,424.0,G,325,P,2031,1
9669,Earth,False,55 Cancri e,28.0,False,637.0,11.0,1.0,0.0,52.0,F,392,S,2033,1
9670,Mars,False,TRAPPIST-1e,35.0,False,904.0,688.0,112.0,994.0,0.0,D,64,P,2035,1
9671,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,F,403,P,2035,2
9672,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,G,326,P,2036,1
9673,Earth,False,TRAPPIST-1e,30.0,False,0.0,,724.0,0.0,0.0,G,326,P,2036,2
9674,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,326,P,2036,3
9675,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,B,61,P,2037,1
9676,Europa,False,TRAPPIST-1e,15.0,False,0.0,411.0,0.0,1757.0,4411.0,B,61,P,2037,2
9677,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,F,405,P,2039,1
9678,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,F,405,P,2039,2
9679,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,F,405,P,2039,3
9680,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,G,325,S,2047,1
9681,Earth,False,55 Cancri e,21.0,False,0.0,722.0,0.0,0.0,0.0,F,406,P,2048,1
9682,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,G,326,S,2049,1
9683,Earth,False,TRAPPIST-1e,24.0,False,130.0,5.0,0.0,283.0,302.0,G,329,P,2050,1
9684,,True,PSO J318.5-22,6.0,False,0.0,,0.0,0.0,0.0,G,332,P,2057,1
9685,Earth,False,PSO J318.5-22,9.0,False,0.0,0.0,0.0,0.0,0.0,G,332,P,2057,2
9686,Earth,False,TRAPPIST-1e,21.0,False,308.0,367.0,1.0,0.0,108.0,G,332,P,2057,3
9687,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,G,332,P,2057,4
9688,,False,TRAPPIST-1e,20.0,False,0.0,0.0,715.0,7.0,1.0,F,408,P,2057,5
9689,Mars,False,55 Cancri e,27.0,False,1226.0,194.0,92.0,18.0,0.0,F,397,S,2058,1
9690,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,F,409,P,2064,1
9691,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,C,71,P,2068,1
9692,Europa,False,55 Cancri e,53.0,False,0.0,4829.0,0.0,7.0,350.0,C,71,P,2068,2
9693,Europa,False,TRAPPIST-1e,41.0,False,1.0,2852.0,0.0,67.0,59.0,C,71,P,2068,3
9694,Europa,False,55 Cancri e,32.0,False,0.0,5950.0,462.0,4257.0,71.0,C,71,P,2068,4
9695,Europa,False,TRAPPIST-1e,27.0,False,0.0,5931.0,0.0,110.0,1125.0,C,71,P,2068,5
9696,Earth,False,TRAPPIST-1e,31.0,False,767.0,0.0,8.0,3.0,0.0,F,399,S,2069,1
9697,Earth,False,TRAPPIST-1e,20.0,False,,0.0,0.0,449.0,86.0,E,152,S,2072,1
9698,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,82.0,590.0,0.0,F,400,S,2072,2
9699,Mars,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,F,403,S,2076,1
9700,Earth,False,TRAPPIST-1e,35.0,False,,0.0,43.0,1.0,880.0,F,404,S,2077,1
9701,Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,F,405,S,2078,1
9702,Earth,False,55 Cancri e,22.0,False,240.0,1974.0,0.0,0.0,152.0,G,330,S,2079,1
9703,Earth,False,TRAPPIST-1e,46.0,False,258.0,57.0,0.0,0.0,654.0,F,406,S,2079,2
9704,Earth,False,TRAPPIST-1e,16.0,False,32.0,9.0,0.0,0.0,1408.0,F,406,S,2079,3
9705,Earth,False,TRAPPIST-1e,14.0,False,425.0,0.0,295.0,0.0,50.0,G,336,P,2093,1
9706,,False,TRAPPIST-1e,13.0,False,51.0,0.0,0.0,,0.0,G,332,S,2098,1
9707,Earth,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,G,337,P,2101,1
9708,Earth,False,TRAPPIST-1e,15.0,False,0.0,939.0,10.0,0.0,0.0,F,416,P,2101,2
9709,Earth,False,TRAPPIST-1e,32.0,False,0.0,126.0,692.0,0.0,1055.0,G,333,S,2103,1
9710,Europa,False,55 Cancri e,26.0,False,399.0,5722.0,0.0,39.0,3155.0,C,73,P,2108,1
9711,Europa,False,TRAPPIST-1e,42.0,False,0.0,1311.0,0.0,63.0,954.0,C,73,P,2108,2
9712,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,G,337,S,2109,1
9713,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,,,,2113,1
9714,Earth,False,TRAPPIST-1e,35.0,False,344.0,530.0,0.0,1.0,9.0,G,340,S,2119,1
9715,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,G,340,S,2119,2
9716,Earth,False,PSO J318.5-22,24.0,False,0.0,618.0,,,0.0,E,154,S,2122,1
9717,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,G,342,S,2132,1
9718,Europa,False,TRAPPIST-1e,37.0,False,210.0,4618.0,0.0,17.0,492.0,B,62,P,2146,1
9719,Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,B,62,P,2146,2
9720,Earth,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,G,346,S,2151,1
9721,Earth,False,TRAPPIST-1e,35.0,False,0.0,445.0,451.0,3.0,0.0,F,427,P,2155,1
9722,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,872.0,F,422,S,2157,1
9723,Mars,False,TRAPPIST-1e,26.0,False,1775.0,0.0,28.0,0.0,796.0,,,,2160,1
9724,Mars,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,F,428,P,2160,2
9725,Mars,True,TRAPPIST-1e,8.0,False,0.0,,0.0,0.0,0.0,F,428,P,2160,3
9726,Earth,False,TRAPPIST-1e,44.0,,0.0,74.0,,0.0,0.0,F,426,S,2165,1
9727,Earth,False,TRAPPIST-1e,20.0,False,152.0,770.0,0.0,0.0,26.0,F,430,P,2166,1
9728,Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,147.0,872.0,G,350,P,2169,1
9729,Earth,False,TRAPPIST-1e,31.0,False,0.0,46.0,29.0,84.0,617.0,F,432,P,2170,1
9730,Earth,False,55 Cancri e,16.0,False,0.0,1.0,0.0,19.0,878.0,F,434,P,2174,1
9731,Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,G,353,P,2176,1
9732,Earth,False,TRAPPIST-1e,22.0,False,11.0,399.0,79.0,0.0,297.0,G,349,S,2178,1
9733,Earth,False,TRAPPIST-1e,39.0,False,0.0,,0.0,593.0,21.0,F,436,P,2181,1
9734,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,C,81,S,2184,1
9735,Europa,,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,C,81,S,2184,2
9736,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,C,82,S,2185,1
9737,Earth,False,PSO J318.5-22,24.0,False,286.0,31.0,208.0,207.0,39.0,G,351,S,2192,1
9738,Earth,False,55 Cancri e,53.0,False,13.0,522.0,0.0,137.0,1.0,G,353,S,2197,1
9739,Earth,False,55 Cancri e,19.0,,0.0,5.0,573.0,124.0,0.0,,,,2199,1
9740,Mars,False,TRAPPIST-1e,24.0,False,693.0,0.0,727.0,0.0,2.0,F,444,P,2208,1
9741,Mars,False,TRAPPIST-1e,31.0,False,1423.0,0.0,686.0,0.0,0.0,E,131,P,2213,1
9742,Earth,False,TRAPPIST-1e,27.0,False,0.0,674.0,0.0,951.0,0.0,E,132,P,2214,1
9743,Earth,False,PSO J318.5-22,57.0,False,0.0,545.0,0.0,0.0,0.0,F,446,P,2216,1
9744,Europa,False,TRAPPIST-1e,26.0,False,132.0,2576.0,0.0,2060.0,3.0,T,1,S,2217,1
9745,Earth,False,,15.0,False,167.0,0.0,532.0,0.0,89.0,E,133,P,2218,1
9746,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,F,447,P,2222,1
9747,Earth,,PSO J318.5-22,27.0,False,142.0,0.0,99.0,232.0,0.0,G,357,P,2226,1
9748,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,F,436,S,2227,1
9749,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,,G,358,P,2230,1
9750,Earth,False,,15.0,,0.0,465.0,494.0,0.0,18.0,E,160,S,2236,1
9751,Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,G,360,P,2240,1
9752,Earth,False,TRAPPIST-1e,21.0,False,12.0,555.0,0.0,0.0,882.0,F,450,P,2240,2
9753,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,360,P,2240,3
9754,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,G,361,P,2242,1
9755,Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,969.0,1.0,0.0,F,440,S,2244,1
9756,,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,A,17,P,2245,1
9757,Europa,True,TRAPPIST-1e,45.0,True,0.0,0.0,0.0,0.0,0.0,A,17,P,2245,2
9758,Europa,False,55 Cancri e,40.0,False,224.0,5672.0,,663.0,779.0,C,74,P,2246,1
9759,Europa,False,TRAPPIST-1e,44.0,False,0.0,18.0,0.0,980.0,2601.0,C,74,P,2246,2
9760,Earth,False,55 Cancri e,27.0,False,0.0,3.0,0.0,0.0,1917.0,F,452,P,2247,1
9761,Earth,False,TRAPPIST-1e,55.0,False,48.0,0.0,127.0,929.0,131.0,F,453,P,2248,1
9762,Earth,False,TRAPPIST-1e,24.0,False,0.0,1606.0,0.0,0.0,2.0,E,135,P,2249,1
9763,Earth,False,TRAPPIST-1e,27.0,False,76.0,0.0,1.0,27.0,865.0,F,454,P,2250,1
9764,Europa,False,55 Cancri e,33.0,False,0.0,2333.0,0.0,106.0,896.0,C,77,P,2259,1
9765,Europa,True,55 Cancri e,35.0,False,0.0,,0.0,0.0,0.0,C,77,P,2259,2
9766,Europa,True,TRAPPIST-1e,33.0,False,0.0,,0.0,0.0,0.0,D,67,P,2260,1
9767,Earth,False,TRAPPIST-1e,34.0,False,0.0,,0.0,529.0,0.0,F,443,S,2265,1
9768,Europa,False,55 Cancri e,37.0,False,567.0,32.0,0.0,1273.0,11632.0,C,78,P,2271,1
9769,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,G,361,S,2276,1
9770,Earth,False,TRAPPIST-1e,45.0,False,1259.0,210.0,0.0,0.0,1.0,F,444,S,2276,2
9771,Earth,False,TRAPPIST-1e,14.0,False,0.0,25.0,116.0,897.0,2.0,F,462,P,2283,1
9772,Earth,False,PSO J318.5-22,,False,0.0,20.0,36.0,0.0,788.0,G,363,S,2285,1
9773,Earth,False,TRAPPIST-1e,56.0,False,0.0,6.0,0.0,406.0,355.0,G,368,P,2286,1
9774,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,G,364,S,2290,1
9775,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,G,366,S,2292,1
9776,Mars,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,F,446,S,2293,1
9777,Europa,False,55 Cancri e,24.0,False,204.0,2322.0,874.0,0.0,252.0,C,84,S,2294,1
9778,Earth,False,TRAPPIST-1e,23.0,False,839.0,0.0,0.0,38.0,0.0,F,447,S,2297,1
9779,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,G,370,P,2304,1
9780,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,E,164,S,2307,1
9781,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,E,164,S,2307,2
9782,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,E,164,S,2307,3
9783,Earth,False,,0.0,False,0.0,0.0,0.0,0.0,0.0,E,164,S,2307,4
9784,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,E,164,S,2307,5
9785,Earth,False,TRAPPIST-1e,24.0,False,51.0,1.0,199.0,536.0,0.0,E,165,S,2322,1
9786,Earth,False,TRAPPIST-1e,32.0,,12.0,0.0,0.0,1123.0,19.0,F,451,S,2323,1
9787,Earth,False,TRAPPIST-1e,43.0,False,340.0,10.0,22.0,0.0,272.0,F,452,S,2324,1
9788,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,G,374,P,2326,1
9789,Earth,False,TRAPPIST-1e,49.0,False,9.0,146.0,207.0,688.0,2.0,F,471,P,2328,1
9790,Earth,False,PSO J318.5-22,21.0,False,17.0,0.0,0.0,595.0,0.0,F,473,P,2330,1
9791,Europa,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,,,,2331,1
9792,Earth,False,,25.0,False,877.0,0.0,0.0,37.0,0.0,G,375,S,2334,1
9793,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,G,376,S,2335,1
9794,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,G,375,P,2337,1
9795,Earth,False,TRAPPIST-1e,67.0,False,0.0,1.0,3.0,788.0,15.0,G,377,S,2342,1
9796,Europa,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,B,69,P,2343,1
9797,Europa,False,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,B,69,P,2343,2
9798,,False,55 Cancri e,52.0,False,0.0,142.0,0.0,378.0,3209.0,B,70,P,2344,1
9799,Europa,True,55 Cancri e,14.0,False,,0.0,0.0,0.0,0.0,B,70,P,2344,2
9800,Earth,False,TRAPPIST-1e,17.0,False,817.0,0.0,0.0,0.0,0.0,F,476,P,2346,1
9801,Mars,False,TRAPPIST-1e,19.0,False,99.0,0.0,1522.0,276.0,0.0,E,138,P,2350,1
9802,Mars,False,TRAPPIST-1e,36.0,False,853.0,382.0,8.0,14.0,30.0,F,478,P,2350,2
9803,Mars,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,F,478,P,2350,3
9804,Mars,False,TRAPPIST-1e,25.0,False,1872.0,189.0,438.0,4.0,269.0,D,70,P,2351,1
9805,Mars,False,TRAPPIST-1e,39.0,False,995.0,0.0,169.0,27.0,0.0,F,479,P,2351,2
9806,Mars,False,55 Cancri e,32.0,False,103.0,0.0,856.0,0.0,666.0,F,456,S,2352,1
9807,Mars,False,TRAPPIST-1e,75.0,False,940.0,0.0,0.0,1188.0,60.0,F,458,S,2354,1
9808,Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,,0.0,D,79,S,2355,1
9809,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,D,79,S,2355,2
9810,Europa,False,TRAPPIST-1e,33.0,False,651.0,275.0,0.0,0.0,1128.0,D,79,S,2355,3
9811,Europa,False,55 Cancri e,25.0,False,0.0,5619.0,0.0,0.0,11.0,D,79,S,2355,4
9812,Earth,False,TRAPPIST-1e,24.0,False,1105.0,357.0,13.0,0.0,303.0,G,378,P,2358,1
9813,Earth,False,TRAPPIST-1e,22.0,False,1448.0,0.0,0.0,0.0,1.0,F,480,P,2359,1
9814,Earth,False,TRAPPIST-1e,22.0,False,,170.0,0.0,0.0,1.0,E,140,P,2362,1
9815,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,G,382,P,2370,1
9816,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,382,P,2370,2
9817,Earth,,TRAPPIST-1e,61.0,False,17.0,21.0,,0.0,111.0,G,382,P,2370,3
9818,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,382,P,2370,4
9819,Earth,False,TRAPPIST-1e,15.0,False,1.0,0.0,859.0,0.0,0.0,F,485,P,2371,1
9820,Mars,False,TRAPPIST-1e,42.0,False,884.0,336.0,0.0,8.0,0.0,F,486,P,2372,1
9821,Mars,False,TRAPPIST-1e,27.0,False,343.0,0.0,706.0,0.0,0.0,E,167,S,2378,1
9822,Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,F,460,S,2378,2
9823,Europa,False,TRAPPIST-1e,32.0,False,0.0,3561.0,45.0,1552.0,7161.0,A,31,S,2380,1
9824,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,,0.0,A,31,S,2380,2
9825,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,G,381,S,2381,1
9826,Earth,False,PSO J318.5-22,23.0,False,169.0,5.0,0.0,371.0,1235.0,G,382,S,2383,1
9827,Earth,False,TRAPPIST-1e,34.0,False,874.0,0.0,0.0,30.0,4.0,G,382,S,2383,2
9828,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,,0.0,0.0,F,489,P,2386,1
9829,Earth,False,TRAPPIST-1e,23.0,False,101.0,0.0,770.0,917.0,0.0,G,384,P,2388,1
9830,Earth,True,,14.0,False,0.0,0.0,0.0,0.0,0.0,G,384,P,2388,2
9831,Earth,False,TRAPPIST-1e,60.0,False,858.0,0.0,4.0,2.0,0.0,F,462,S,2393,1
9832,Earth,True,PSO J318.5-22,78.0,False,0.0,0.0,0.0,0.0,0.0,G,385,S,2394,1
9833,Earth,True,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,G,385,S,2394,2
9834,Earth,False,55 Cancri e,17.0,False,0.0,13.0,395.0,161.0,307.0,F,463,S,2394,3
9835,Earth,False,55 Cancri e,41.0,False,574.0,173.0,0.0,2.0,0.0,F,491,P,2400,1
9836,Earth,False,PSO J318.5-22,40.0,False,2.0,10.0,0.0,14.0,657.0,F,464,S,2405,1
9837,Europa,,55 Cancri e,47.0,False,0.0,0.0,0.0,0.0,0.0,C,87,S,2407,1
9838,Earth,False,TRAPPIST-1e,23.0,False,62.0,0.0,0.0,0.0,643.0,G,389,S,2408,1
9839,Earth,False,TRAPPIST-1e,41.0,False,98.0,2634.0,0.0,3.0,0.0,F,494,P,2415,1
9840,Earth,False,TRAPPIST-1e,60.0,False,0.0,0.0,2.0,24.0,1593.0,E,144,P,2418,1
9841,Earth,False,TRAPPIST-1e,46.0,False,611.0,0.0,296.0,0.0,0.0,G,392,S,2420,1
9842,Europa,False,55 Cancri e,19.0,False,0.0,799.0,0.0,38.0,15125.0,B,93,S,2422,1
9843,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,B,93,S,2422,2
9844,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,G,396,P,2425,1
9845,Earth,False,PSO J318.5-22,28.0,False,0.0,,1059.0,8.0,83.0,G,396,P,2425,2
9846,Earth,False,TRAPPIST-1e,30.0,False,0.0,1307.0,848.0,246.0,0.0,F,495,P,2425,3
9847,Earth,False,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,G,396,P,2425,4
9848,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,2425,5
9849,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,396,P,2425,6
9850,Earth,False,PSO J318.5-22,22.0,False,470.0,,67.0,16.0,0.0,F,496,P,2428,1
9851,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,G,394,S,2430,1
9852,Earth,,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,G,394,S,2430,2
9853,,False,,19.0,False,785.0,0.0,0.0,0.0,0.0,G,394,S,2430,3
9854,Earth,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,G,397,P,2434,1
9855,Earth,False,TRAPPIST-1e,24.0,False,17.0,458.0,0.0,0.0,227.0,F,500,P,2434,2
9856,Earth,False,TRAPPIST-1e,17.0,False,12.0,0.0,0.0,260.0,2358.0,F,502,P,2437,1
9857,Earth,False,TRAPPIST-1e,31.0,False,25.0,1.0,740.0,0.0,0.0,G,398,P,2440,1
9858,Earth,False,TRAPPIST-1e,42.0,False,549.0,,2.0,252.0,0.0,F,469,S,2447,1
9859,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,B,71,P,2448,1
